Key,Description,Standard,pt-BR,zh-TW
SAY.Final.180.Ellie,,..I don’t want to. I can report you..!,...Eu não quero. Eu posso te denunciar..!,我不想！我一定可以把妳送進警察局的！
SAY.Final.181.Miss,,And how would you do that?{wc}I have way more I can hold over your head than you mine. Ever wonder what’s under my mask?,E como você faria isso?{wc}Eu tenho muito mais provas dos seus atos criminosos do que você tem dos meus. Alguma vez você se perguntou o que tem debaixo da minha máscara?,有趣～妳要怎麼做呢？{wc}妳可是忘記誰有比較大的控制權歐。妳曾好奇過在我的面具下是怎麼樣的嗎？
SAY.Final.182.Ellie,,"...It doesn’t matter. I know your height, your name--","...Isso não importa. Eu sei sua altura, seu nome...",......我不管了！我知道妳的名字、你的高度......
SAY.Final.184.Miss,,"Sweetheart, I asked you to call me Miss for a reason. You don’t know my name.","Querida, eu te pedi para me chamar de Dona por um motivo. Você não sabe meu nome.",親愛的，我讓妳叫我「小姐」也不是沒有原因的，妳也一定不知道我的真名。
SAY.Final.187.Ellie,,"...Your name isn't -- ?{wc}Ahh -- no, I don’t care.{wi}I don’t want to have anything to do with someone as messed up as you.","...Seu nome não é...?{wc}Ahh... não, eu não ligo. {wi}Eu não quero ter nenhuma relação com alguém tão perturbado quanto você.",妳名字不是？{wc}啊—我不管！{wi}我真的不想要跟腐敗的妳扯上任何關係！
SAY.Final.186.Miss,,...Are you sure?,...Você tem certeza?,......妳確定？
SAY.Final.297.Ellie,,"Yeah. Yeah, I don’t care what ‘corruption’ you say is in this world, I’m going to be a better person. You’re not the person I know.","Sim. Sim, eu não ligo para a corrupção que você diz que existe no mundo, eu vou ser uma pessoa melhor. Você não está agindo como a Dona que eu conheço.",對啦！我不管妳剛剛說的世界很遭的屁話！我會踏出那扇門，並且改過自新當個好人的！妳不是我所認識的「小姐」！
SAY.Final.296.Miss,,You don't see it?,Você não vê?,妳還沒察覺到嗎？
SAY.Final.185.Ellie,,See what?,Não vejo o quê?,察覺什麼？
SAY.Final.188.Miss,,"The corruption right in front of you, from your politicians to your police force to your insulin prices?","A corrupção está bem na sua frente, desde os políticos até a força policial, até o preço da insulina.",察覺正在妳眼前上演的各種貪腐啊！從政客到警察都無所不貪！
SAY.Final.189.Ellie,,I don’t even take insulin! And those are all things we can fix!,Eu nem uso insulina! E essas são todas coisas que podemos consertar!,這些都是我們有機會修復好的啊！
SAY.Final.190.Miss,,"Do you want to leave, then? Go out that door and forever see the world with such a narrow mindset?","Você quer ir embora, então? Ir por aquela porta e continuar para sempre vendo o mundo com essa mentalidade tão limitada?",妳真心想離開？妳想要踏出那扇門並且永遠封閉在妳自己狹小的「世界」？
SAY.Final.192.Miss,,"Haa.. I thought you’d understand. This is a necessary evil. But sure, fine, {wi}I wouldn’t ever push you to do anything you don’t want to do.{wc}Consider your contract terminated.","Haa.. eu achei que você entenderia. Esse é um mal necessário. Mas claro, tudo bem,{wi} eu jamais te obrigaria a fazer algo que você não queira.{wc}Considere o seu contrato encerrado.",哈...... 我還以為妳會了解的。我現在所作的說不上正義，但至少是為了我們這個社會或甚至整個國家的福祉所必須付出的必要之惡。好吧，{wi}我絕對不會強迫妳做任何違背妳自己心願的事。{wc}我就發揮我的良心讓妳把我們之間的契約中止吧。
SAY.Final.191.,,"{i}She walks by me like she’s going to open the door for me. {wi}I let go of a breath I didn’t know I was holding.{wc}And then in a flash of silver, I go into shock for the second time that night.","{i}Ela passa por mim como se fosse abrir a porta para eu ir embora.{wi} Eu deixo escapar um suspiro que eu não sabia que estava segurando.{wc}Então, num piscar de olhos, eu entro em choque pela segunda vez naquela noite.",{i}她漸漸走向我，好似要為我開門。{wi}我終於鬆了一口不知為什麼一直憋著的氣。{wc}不過正當我一放鬆，一道銀色的光輝又讓我再次倍受驚恐。
SAY.Final.199.,,"{i}My throat.{wc}I try to speak, to scream, but the signature smell and flow of blood choke up my mouth. {wi}It’s painful. It’s so painful. I’m drowning.{wc}Miss, it hurts, Miss -- but oh, I guess that’s not your real name, is it? {wi}How could you do this?{wi} What did I do? {wc}I can’t believe I ever trusted you. I thought we had something. But now I’ll die hating you.","{i}Minha garganta.{wc}Eu tento gritar, mas minha boca se enche de algo, e logo sobe o cheiro inconfundível de sangue. {wi}É doloroso. É doloroso demais. Estou me afogando. {wc}Dona, isso dói, Dona... mas ah, acho que esse não é seu nome, não é? {wi}Como você pôde? {wi}O que eu fiz?{wc}Eu não posso acreditar que confiei em você. Eu achei que tínhamos algo. Mas agora morrerei te odiando.",{i}我的喉嚨。{wc}我試著說話、尖叫、用我最後的力氣尋求幫助，但一次又一次我的喉嚨陷在極度的疼痛中，伴隨著一絲鮮血的味道。{wi}真他媽痛。幹他媽真痛。我要淹死了。{wc}小姐，我好痛啊，小姐—但我在猜這也不是妳的真名吧？{wi}為什麼妳要這麼做？{wi}我到底做錯了什麼？{wc}我真不敢相信我以前竟然會相信眼前這麼糟糕的妳。我以為我們將會永遠快樂地在一起。但我將咬著悔恨，一輩子厭惡妳。呵呵，我將下地獄，但我也很期待有天也再次在那裡看到妳啊～
SAY.Final.202.,,"{i}...And you say something but I don’t register it.{wc}Whatever you say can’t do anything. Sorry can’t fix this, even an “I love you” can’t.{wc}It hurts, it hurts, it HURTS. {s=60}This pain this fear this loss this blood this agony these tears --","{i}...E você diz algo mas não consigo entender.{wc}O que quer que você fale não mudará nada. Desculpas não podem consertar isso, nem um ""eu te amo"" pode. Dói, dói, DÓI. {s=60}Essa dor, esse medo, essa perda, esse sangue, esse sofrimento, essas lágrimas...",{I}......妳所說的任何話我都不會買單的。{wc}妳以為我會這麼簡單地就能讓我原諒妳嗎？即使「我愛你」都不值得相信，因為妳的任何一句話都跟那份無聊的「員工契約」一樣，一點信用都沒有。{wc}好痛，好痛，幹真的好痛啊！{s=60}這些痛楚、眼淚、與血—
SAY.Final.203.,,"{i}{s=60}I can’t breathe, I can’t think, my mind, my nerves, I hope I die soon, I hope it ends soon.{/s}{wc}Is this what you did to that poor guy on the floor? What do you mean then, ‘necessary evil’? {wc}No one should go through this. {wi}Except you.","{i}{s=60}Eu não consigo respirar e nem pensar... minha mente, meus nervos, espero que eu morra logo, espero que acabe logo.{/s}{wc}Foi isso que você fez com esse pobre homem jogado no chão? O que você quer dizer com ""mal necessário”?{wc}Ninguém deveria ter que passar por isso. {wi}A não ser você.",{i}{s=60}我無法呼吸、無法思考。我的心和神經都逐漸麻痺。可不可以讓我痛快的死去，趕快把這一切世界上的所有痛苦終結？{/s}{wc}這是妳對那躺在地上的傢伙的「處理」方式嗎？既然我沒有跟那傢伙一樣為非作歹，妳殺了我真的是「必要之惡」嗎？{wc}沒有人值得被這樣子虐待。{wi}那當然除了妳以外。
SAY.Final.204.,,"{i}Broken, you’re broken, and now I am too, and{s=60} I’m on the floor bleeding out and drowning and it hurts so much and I wish it would stop and I hate you yet in my final moments all I think of is an illusion of you.","{i}Perdida, você está perdida, e agora eu também estou, e {s=60}estou no chão sangrando, me afogando. Dói tanto e eu só queria que parasse. Eu te odeio, mas agora, nos meus últimos momentos, só consigo pensar na pessoa que você fingiu ser.",{i}哈哈，把我這純潔的心拖下水，{s=60}這是妳想要的？永遠跟妳骯髒的心同在一起？我真的真的非常討厭妳，是妳讓我躺在地上流著鮮血痛苦死去的，但我心裡所想的除了妳以外沒有別人。
SAY.Final.307.Miss,,"...{wc}...2 minutes and 13 seconds.{wc}I’m so sorry, my dear, I tried to aim for the back.{wc}A life exchanged for another, an innocent soul I tainted traded for one of a vile being. An eye for an eye -- or, I guess a life -- and now my heart for a neck.{wc}What will happen next time? Can I keep going like this? For people who don’t even give me a second glance unless I’m giving them all I have?","...{wc}...2 minutos e 13 segundos.{wc}Me desculpe, amada, eu tentei fazer com que fosse rápido.{wc}Uma vida em troca de outra, uma alma inocente que manchei pela alma de um ser cruel. Olho por olho... ou melhor, vida por vida... e, agora, meu coração por um pescoço.{wc}O que acontecerá na próxima vez? Será que consigo continuar assim? Por pessoas que nem me olham duas vezes a não ser que eu dê a elas tudo o que tenho?",...{wc}...兩分十三秒。{wc}這實在花的有點久啊，讓我來不急清理「現場」了。不過，我實在非常的抱歉啊，我的寶貝。剛剛我的刀沒有瞄準到要害讓妳如此痛苦的死去。{wc}不過這也是在這殘酷世界必然發生的結果啊。一命換一命，一個純潔的心靈換取一個邪惡的純在。以眼還眼—或說是以命還命好了—現在又是以我的心換取一顆頭顱。{wc}之後會有什麼「等價交換」呢？我真的可以繼續持續亞去嗎？尤其對於那些不給他們自己的所有就不回頭的人們？
SAY.Final.213.Miss,,"...But it’s worth it in the end. {wi}It has to be. I can’t stop now, it can’t all have been for nothing.{wc}This never-ending game of thoughts and words and morals, the screams of corruption and the grayness of fixing it, someone needs to be the Robin Hood in this life even if it breaks me.","...Mas vale a pena no fim. Tem que valer. Não posso parar agora, não pode ter sido tudo em vão.{wc}Esse jogo interminável de pensamentos, palavras e moral, os gritos da corrupção e a insipidez de consertar tudo, alguém precisa ser o Robin Hood nesse mundo, mesmo que isso acabe comigo.",至少最後是值得的。{wi}這是必然的。我現在不能就此停止，我在剛剛的「等價交換」當中也一定有得到什麼。{wc}在這永不停止產生邪惡的社會當中，我必須不惜所有地扮演這社會的現代羅賓漢！
SAY.Final.214.Miss,,"I was so jealous of you, Ellie, of being able to live in an illusion of a fixable world.{wc}Let me live like that too.{wc}She took my eye and you took my heart, so let me take that illusion from you.{wc}Let me breathe air that no longer suffocates me, let me believe these sacrifices are not in vain.","Eu tinha muita inveja de você, Ellie, por conseguir viver com a ilusão de um mundo corrigível.{wc}Me deixe viver assim também.{wc}Ela levou meu olho e você meu coração, então deixe-me levar essa sua ilusão.{wc}Deixe-me respirar um ar que não me sufoque mais, deixe-me acreditar que esses sacrifícios não são em vão.",我真的很忌妒妳現在還可以生活在完美的幻覺當中啊，艾莉。特別是那種能夠相信一切是能夠修復好的世界。{wc}讓我也活著跟妳一樣的生活嗎。{wc}她破壞了我曾經對於這世界的幻覺，妳又奪取了我的心，所以也讓我破壞你在這世界中的幻覺吧。{wc}讓我呼吸在不會讓我窒息的空氣中，讓我相信這些犧牲不是毫無用ㄔㄨ的空氣中，讓我相信這些犧牲不是毫無用處的吧。
SAY.Final.215.Miss,,{s=15}...{/s},{s=15}...{/s},{s=15}......{/s}
SAY.Final.216.Miss,,"I can only keep going on. Perhaps it’s time to find someone new, just one last time. {wi}I will miss you dearly, Ellie.","Tudo o que posso fazer é seguir em frente. Talvez esteja na hora de encontrar uma nova ajudante, uma última vez. {wi}Sentirei muita saudade de você, Ellie.",看起來我只能放下眼前的這些了。是時候再應徵新人了，再最後一次。{wi}妳會在我永遠留在我心中的，親愛的艾莉。
SAY.Final.222.Ellie,,...Let’s partner up.,...Vamos ser parceiras.,我們一起合作吧！
SAY.Final.223.Miss,,"Oh!{wc}You mean like, going to buying replacement TVs together or something? No worries, I didn’t break any TVs this time.","Ah!{wc}Você quer dizer irmos comprar televisões substitutas juntas ou algo assim? Não se preocupe, eu não quebrei nenhuma televisão dessa vez.",歐！{wc}妳是說一起買新的電視嗎？不用擔心，我這次沒有搞壞任何電視的。
SAY.Final.224.Ellie,,"No, no, like... like killing...","Não, não, tipo... tipo matar...",不，不，我是指殺人......
SAY.Final.225.Miss,,...Do you want to help with that?,...Você quer ajudar com isso?,......妳要跟我一起合作嗎？
SAY.Final.226.Ellie,,...,...,......
SAY.Final.233.Ellie,,"Yeah. You’re right, someone needs to help fix this world, however messed up that definition of ‘fix’ might be.","Sim. Você está certa, alguém precisa ajudar a consertar esse mundo, independente do quão perturbadora seja a definição de ""consertar"".",好吧。看來妳是對的，必須要有某人修復這世界，即使「修復」只是一種騙局。
SAY.Final.228.,,{i}Miss's expression softens.,{i}A expressão de Dona fica mais suave.,{i}小姐的表情逐漸放鬆......
SAY.Final.229.Miss,,"..Really? That’s the first time...{wc}You understand then, right? The demise when one is sentenced for the murder of a murderer, the dread when the rape of a child equals a month of community service simply because of the type of lawyer money can bring.","..Sério? Essa é a primeira vez...{wc}Então você entende, certo? A injustiça de ser condenado pelo assassinato de um assassino, o pavor de quando o estupro de uma criança é perdoado após um mês de serviço comunitário apenas pelo tipo de advogado que alguém rico pode contratar.",真的嗎？這是第一次......{wc}看來妳也了解吧？當一個人因謀殺而背叛行時的痛苦；一位兒少強姦犯背叛行時的恐懼，僅是因為律師費的不同。
SAY.Final.230.Miss,,"But I’ve been corrupted by all this death and all these feelings.{wc}When I first took you on, I wondered if I should let you stay innocent forever. But my jealousy got the better of me, with purposely not cleaning up traces of blood and doing things in plain sight of you.{wc}So I’m sorry about that, Ellie. But I’m even more sorry for the things you’ll end up witnessing, your inevitable complete loss of innocence.","Mas eu fui corrompida por toda essa morte e esses sentimentos.{wc}Quando te contratei, me perguntei se deveria te deixar ser inocente para sempre. Mas meu ciúme falou mais alto, e acabei propositalmente não limpando traços de sangue e fazendo coisas na sua frente.{wc}Então me desculpe por isso, Ellie. Mas eu te peço ainda mais desculpas pelas coisas que você acabará testemunhando, sua inevitável perda total da inocência.",但是我也已經被人們的死亡以及所有的這些心得所污染了。{wc}當我帶著妳一起「工作」時，我自己也好奇妳是否能夠永遠維持這種純潔。但我的忌妒控制了我該有的行為，例如故意的讓妳看到了妳不該看到的血跡，以及在妳面前殺了人。{wc}為此我感到十分抱歉，尤其是在污染妳的心靈這塊啊，艾莉。
SAY.Final.234.Ellie,,"...{wc}...It’s okay, I want to help.{wi} I want to stay with you.","...{wc}...Tá tudo bem, eu quero ajudar. {wi}Eu quero ficar com você.",...{wc}...好吧，我也想幫忙。{wi}我想要繼續跟妳在一起。
SAY.Final.235.Miss,,"Well then, if that’s the case, let us end as many corrupted souls as we can. We’ll become the Robin Hoods of this world together, yeah?","Bom, se esse é o caso, vamos eliminar o máximo de almas corrompidas que conseguirmos. Nós nos tornaremos os Robin Hoods desse mundo juntas, certo?",那我們就開始盡我們可能地終結那些不潔的靈魂吧！我們一起來成為這是界上的羅賓漢吧！
SAY.Final.236.Ellie,,Okay...!,Certo..!,好吧！
SAY.Final.240.Ellie,,Do I even have a choice?,E por acaso tenho escolha?,我難道還有選擇嗎？
SAY.Final.241.Miss,,"What do you mean? Of course you do!{wc}I wouldn’t ever push you to do anything you don’t want to do. Not even in a different timeline, had you said something else.","O que você quer dizer? Claro que tem!{wc}Eu jamais te obrigaria a fazer algo que você não queira. Nem em outra linha do tempo, caso você tivesse dito algo diferente.",妳當然有啊！{wc}我從來都不會強行要求妳做任何事的！
SAY.Final.242.Ellie,,"..No, sorry -- I mean, it’s okay, I’ll do it. I’ll help you clean.","..Não, me desculpe... quero dizer, está tudo bem. Eu farei. Eu te ajudarei a limpar.",不，抱歉—我還是來幫忙清理吧。
SAY.Final.243.Miss,,"That’s my Ellie!{wc}See, even in a world of corrupted social hierarchies and people and governments, I can always depend on you.{wc}Come on, you’re cleaning up this manor today.","Essa é a minha Ellie!{wc}Veja, mesmo em um mundo de hierarquias sociais corrompidas, além de governos e pessoas, eu sempre posso contar com você.{wc}Venha, você vai limpar essa mansão hoje.",這才是我認識的艾莉嗎～{wc}妳看，即使在這充滿迂腐的官員以及貪官的社會我還是可以信任妳的。{wc}那妳就來開始清理蜘蛛莊園吧！
SAY.Final.245.Miss,,Let’s make today a good one!,Vamos fazer um bom trabalho!,那我們就開始吧！
CHARACTER.Ellie,,Ellie,Ellie,艾莉
CHARACTER.Miss,,Miss,Dona,小姐
